Pseudo Rapidity of 0n0n:	Pseudo Rapidity of 0nXn:	Pseudo Rapidity of XnXn:
5.26544	-6.23856	
5.38757	-3.47613	
3.00794	-3.97993	
2.29299	7.38623	
8.22867	-5.66014	
5.82775	-5.49034	
-6.96062	7.39351	
-6.85587	7.40788	
-6.62694	7.21273	
-5.74446	6.62284	
-5.41094	7.01317	
8.56424	-8.05224	
-6.24674	8.31986	
4.98952	-7.9916	
-5.39913	-7.47726	
-6.04411	7.56833	
5.85713	-7.1285	
7.19827	7.70156	
-4.48069	7.40358	
3.82827	6.41778	
5.0085	6.5121	
-3.64458	-6.48754	
3.70202	-6.91234	
2.14281	7.08794	
6.26742	-7.30628	
5.80526	5.86531	
-5.37289	7.64506	
-5.53345	6.52536	
-1.50546	-7.37792	
-1.78869	6.96987	
-7.00848	-6.55671	
-5.36695	6.31485	
5.75931	7.47626	
-3.50715	-7.06536	
-6.44627	6.88557	
-6.52793	-6.84598	
-3.8189	-7.57089	
5.76536	-7.43723	
-5.49062	7.18296	
6.90115	6.79899	
-6.97674	6.63021	
6.75081	-6.65933	
6.97756	8.00899	
-6.42643	6.34893	
-2.58841	5.96253	
-4.48175	6.40724	
5.92288	-6.29693	
4.93125	6.82256	
-6.67786	7.25955	
-6.36045	7.60081	
6.62126	7.01969	
5.85488	-6.65089	
-7.40023	-7.28309	
-5.43499	-6.251	
6.54992	-6.644	
-5.63253	7.30599	
6.80943	-7.49801	
5.83449	6.98047	
-4.19316	-7.43378	
-4.34096	6.81997	
5.20322	-7.06204	
-7.18585	-7.12332	
6.43167	-6.65146	
-7.96479	7.17856	
-4.73842	6.71123	
6.14761	-6.99229	
-6.77236	-6.1867	
-1.20315	-6.69684	
-2.39604	-6.55771	
2.33995	-6.85602	
-4.97903	6.21892	
-4.49753	-8.07314	
3.09018	-4.56801	
-2.55723	6.35778	
-2.3409	5.79508	
6.5027	-5.4394	
-4.99411	5.16796	
5.81453	-6.54168	
-5.68599	3.66132	
-8.02917	-7.81466	
6.1692	-6.614	
-6.35245	8.07619	
-5.74149	5.95822	
7.12427	6.08167	
-7.41764	-4.96623	
6.60114	-4.09356	
6.68188	6.57261	
-6.20354	4.31038	
-6.3701	-5.39879	
5.71681	-5.87855	
6.80935	-6.70411	
6.47954	5.84979	
-7.12222	-5.72435	
-7.20808	-5.80343	
-8.32666	-5.67935	
-7.55929	5.47678	
7.32225	5.8329	
-7.60796	-5.96644	
6.77163	-5.87967	
-7.64983	5.84075	
8.42348	-5.14105	
-7.61578	-6.51436	
8.56819	-6.80913	
7.32106	-6.39176	
7.38523	5.14249	
-7.51077	-5.65248	
7.38221	-7.30324	
-6.85281	6.46596	
-7.13177	4.96824	
6.94249	-4.86972	
-6.64851	-6.0368	
6.49718	-6.60293	
-6.29148	6.58466	
-7.36206	-6.54882	
6.35515	6.59702	
-7.17296	7.59206	
-5.93826	6.67249	
6.27103	-6.11751	
5.80787	-7.48897	
6.64516	-6.83714	
-6.94986	4.67333	
-6.44626	-4.64723	
-6.88154	5.77956	
6.31398	-5.41117	
-6.39046	7.001	
6.78241	-7.58117	
7.15279	-5.796	
7.18286	-6.02745	
6.34555	-5.97146	
6.80826	-5.62709	
7.16339	6.82777	
-6.83296	-7.9111	
6.49264	6.2508	
-7.6557	-6.57038	
5.84996	-6.99481	
6.09154	-5.89174	
-5.70707	7.36213	
5.65027	7.37038	
-5.90601	-7.25528	
5.81808	6.84582	
5.82511	7.89742	
-5.90077	6.55832	
6.80935	-6.74666	
6.51292	5.58305	
-7.34014	6.9789	
7.61771	6.2775	
-7.15601	-6.83147	
-6.17696	7.35882	
-6.58935	7.65105	
6.0714	6.95798	
-7.66372	7.58276	
8.53961	-6.09205	
8.31171	-6.78845	
-7.34042	-8.20504	
-6.65675	-7.18642	
7.44174	-6.67676	
-7.0576	6.54693	
-7.20535	7.30948	
-6.95737	-6.04339	
-6.33699	-7.01077	
-7.59633	-6.15899	
-7.41891	-6.81074	
6.83968	-5.57127	
-8.56792	-6.00001	
8.16867	6.80893	
-7.51772	-7.08935	
-7.99664	-6.46959	
-7.58737	7.28686	
-7.81746	-6.68461	
7.60076	-5.40723	
-8.04813	-7.06653	
-8.12919	6.49161	
-7.92344	-6.40336	
7.75191	-7.03988	
7.65236	-6.38446	
7.69371	6.50203	
7.95533	5.65463	
-7.87771	3.85255	
-7.75132	-6.47504	
8.02708	6.54956	
8.26746	-6.05745	
8.04139	-6.63019	
-8.48378	-6.94947	
8.37952	7.26848	
-8.3631	3.7295	
-8.44015	-7.36257	
8.48623	-6.92738	
8.45991	-7.58553	
-8.3834	-7.0399	
8.31365	6.78888	
8.53796	7.57149	
8.20586	-4.51285	
-8.229	6.62078	
8.2654	6.95987	
8.37112	7.15769	
8.49639	-7.96394	
8.38778	-5.24127	
8.41413	-5.3728	
-8.1943	5.57076	
-8.45287	7.74093	
-8.5428	6.90548	
-8.20921	7.05153	
8.23735	6.16534	
8.43452	-6.64481	
-8.45758	6.34782	
-8.22069	6.94874	
-8.30756	6.75379	
8.41466	7.72197	
8.36816	6.74849	
8.25411	7.45102	
8.37748	7.16292	
8.36168	-7.42676	
8.34379	-7.10991	
-8.47014	-7.22191	
8.52035	7.57748	
8.47482	-7.01542	
-8.42604	7.17223	
-8.4656	7.20736	
-8.47296	-7.49311	
-8.54678	8.24116	
8.47598	7.75448	
8.45371	7.55547	
-8.49541	-7.24461	
8.39121	-8.32556	
8.43918	-7.56437	
8.42589	7.02034	
8.45098	-6.12912	
8.42888	-5.81609	
8.31244	-7.23148	
8.37936	6.56925	
8.35815	-8.09883	
8.36488	-6.57885	
8.47911	5.31222	
-8.42631	6.46199	
-8.50559	-6.30106	
-8.5707	7.01456	
-8.2262	6.02317	
8.18625	-6.46554	
-8.00939	-6.81837	
8.17255	7.06854	
8.21857	7.00874	
8.05841	-7.5866	
-7.90844	-6.10975	
7.99995	-7.31019	
-8.04758	4.34627	
8.27096	-6.83059	
8.04095	5.58121	
-7.91003	4.9121	
8.14402	4.46933	
-7.75763	7.09958	
7.3928	1.94622	
-7.52245	-5.15383	
7.43265	-3.8428	
-7.49113	7.27286	
7.9794	-5.96041	
8.0423	-6.75421	
7.35173	6.73053	
-8.51312	6.16872	
7.48639	5.32076	
7.89844	-5.97877	
7.28244	-8.47732	
7.31364	-8.46729	
-7.78599	-7.49923	
-7.71713	6.4929	
-7.40211	7.29814	
-8.37493	-5.76743	
7.79144	5.90469	
8.21403	6.3421	
7.68798	6.95011	
7.81345	-7.28082	
-8.11561	7.01325	
7.46963	6.67652	
-7.25894	6.9185	
-7.84854	-6.96827	
7.57168	-7.3046	
-6.89147	-7.36407	
7.34122	-7.48716	
7.6604	7.96495	
7.0506	7.35746	
7.50786	-7.0838	
7.59618	-8.48214	
7.65721	-7.33873	
7.60551	7.39958	
7.17024	7.78095	
-7.02114	7.03293	
-7.81617	-6.77038	
7.2286	-6.71067	
-7.10015	7.05786	
-7.21504	6.5014	
-7.32064	6.77815	
-7.35901	6.51543	
7.21417	7.43484	
-8.0981	6.72206	
6.594	-6.86343	
-7.39983	7.77863	
-7.29753	-7.21156	
6.62167	8.17825	
-7.46584	7.31189	
-7.03825	-7.10933	
7.5218	6.02308	
-7.40447	-6.92518	
6.9793	7.00035	
-7.46562	6.43003	
-6.69776	5.70928	
-6.10687	-6.45341	
6.96064	-6.37806	
-5.65123	-7.30509	
6.4473	6.32329	
-6.3732	8.54442	
5.70634	7.44171	
-6.26769	7.36228	
-7.23956	-6.42385	
-7.08516	7.45857	
-7.02856	-7.74859	
3.79627	7.41307	
-7.61613	-7.9683	
6.34605	8.5725	
-5.509	-7.43444	
3.48484	-6.70748	
-5.82007	7.61093	
-6.60847	-7.46153	
-8.89362	-7.43461	
-7.70668	7.83561	
5.1342	-7.4227	
-5.2641	7.20455	
5.15383	-7.50145	
-7.73601	7.30551	
5.47588	-7.42542	
-5.7708	-7.55077	
-5.74701	-7.52182	
5.67425	7.43737	
-5.28147	-7.79376	
5.10971	-7.83775	
-3.21471	7.46531	
-3.13102	6.76537	
3.60444	-7.3583	
-7.62996	-6.80068	
5.37036	6.75877	
4.88055	7.08124	
-4.7726	-7.28044	
-5.09987	6.83007	
-6.37526	-6.86097	
-5.12125	7.69989	
5.29883	6.84428	
-4.84632	6.66457	
4.91664	-6.74241	
-4.29473	6.51101	
-4.62733	-6.9054	
4.80876	-5.82864	
-4.90515	6.54702	
-4.49328	6.55731	
4.154	-6.91465	
-4.71121	-6.72351	
3.45791	-6.67575	
3.19394	7.4086	
-3.43572	5.64532	
4.07764	5.76573	
-4.11172	5.78443	
-3.78196	4.87584	
-4.23635	5.13634	
-4.50826	-5.41599	
-3.38472	5.69666	
-3.31535	5.48802	
4.09684	5.96549	
-4.32682	6.37651	
5.50549	-4.28327	
-6.47854	5.57395	
-6.16833	-5.57154	
5.8161	-8.11474	
6.20308	-4.85099	
-4.01075	-7.14339	
3.76629	-5.48439	
5.09805	-7.69584	
5.5159	6.91523	
5.18303	1.82908	
-5.36405	-3.19407	
-6.14357	6.22141	
-3.45622	6.80245	
-4.9689	4.13648	
-5.13153	5.25182	
5.30826	-5.04597	
-6.09311	-5.24127	
6.29657	-4.85106	
5.35676	3.24677	
-5.21267	-5.30959	
-4.72073	-5.84098	
-3.73133	-4.56278	
-3.90789	5.03359	
-7.08476	-6.26144	
5.58206	3.85865	
-2.84243	-5.30992	
4.86509	-4.44327	
-4.58166	-6.5245	
4.14145	7.07641	
-2.09358	5.28077	
5.06764	6.85989	
6.57414	6.56905	
6.56557	6.87209	
-4.27974	6.43759	
-5.43208	-5.86387	
-6.71957	-6.78928	
-5.46846	5.71647	
4.60227	4.35964	
-5.3849	7.17598	
-6.32056	6.69052	
-0.703799	6.65326	
-3.15849	8.46838	
4.51671	-8.79411	
4.1286	-5.52032	
-5.77361	-5.64833	
6.05754	-5.11082	
-5.88741	-4.31879	
-6.61648	1.09795	
-4.41937	-1.91562	
4.53235	3.85537	
6.87438	-4.47857	
7.63186	-4.26573	
2.4557	3.82384	
-5.20687	3.09454	
-4.59649	2.96431	
-4.20544	-4.99858	
-4.98403	-3.95285	
4.99315	4.57218	
-7	-4.94714	
6.6235	4.54182	
-5.28674	-3.57401	
5.60608	-3.18427	
-5.73287	3.97217	
-6.11056	-4.15548	
-5.82459	4.07796	
5.85299	-4.61814	
5.61804	-4.26768	
6.07964	3.92963	
7.4969	-3.49795	
5.82346	-4.51528	
5.94778	4.63435	
-6.0084	-3.02076	
-6.35518	5.5413	
6.35408	-4.12534	
7.4597	-4.08492	
-6.18901	-4.10889	
-6.82102	-3.48755	
-6.33814	-4.60464	
-6.78336	5.28397	
5.43036	-4.67565	
-6.28399	4.73865	
-6.64661	4.90284	
6.81175	4.1619	
5.33286	-5.22333	
-5.79688	-2.84026	
-7.14626	4.2684	
-6.26179	3.91944	
7.92973	-3.55042	
-4.98055	-4.13283	
-6.84161	3.74747	
5.14526	-4.16506	
5.29806	4.1168	
5.61649	-4.14289	
6.32203	-4.15412	
-7.60278	4.2328	
7.0318	-4.31726	
6.90352	-1.42769	
7.85912	3.05085	
5.65113	4.53106	
6.90044	4.35821	
6.27154	5.22227	
-6.59788	-4.25812	
-5.4484	-2.99367	
5.95711	-4.71899	
2.71239	5.108	
6.83794	3.84106	
-7.08251	3.75458	
2.62539	2.82015	
5.2676	2.3046	
-8.13499	-2.49006	
7.77847	1.79754	
7.07202	3.84436	
4.99152	3.42762	
-5.6153	-2.35211	
6.4031	4.86632	
6.48497	-1.33545	
-4.52092	3.94115	
4.50188	5.74916	
-5.31377	4.60828	
-3.2578	2.11051	
3.80046	4.53834	
2.16667	-4.23597	
-5.50343	3.88852	
5.50782	-2.85781	
6.35538	-1.79341	
5.21211	-3.78937	
5.53055	4.27309	
-5.63861	-5.04895	
-2.4176	5.20421	
2.3345	-4.97046	
7.78447	-3.80841	
-5.89516	-2.64432	
-5.64498	3.71055	
5.48027	-2.54731	
7.35574	1.90419	
7.6171	2.24143	
-2.96924	-4.43748	
7.23779	5.50603	
1.68662	-2.5571	
4.61738	-4.08627	
2.90984	-3.71517	
4.42835	-3.97227	
4.95847	-3.35134	
4.18488	-2.32622	
-3.49815	3.66307	
6.37888	-2.23788	
-4.34191	2.34026	
4.7614	-3.37936	
-5.39397	4.39696	
5.12651	2.85187	
-7.6229	5.30564	
6.58701	2.86454	
-5.25733	5.1136	
-4.97956	-5.89464	
-4.57278	4.46363	
-7.66933	3.3462	
-6.53986	3.65999	
6.71982	3.84773	
5.59492	4.47347	
6.77544	-4.79291	
-4.33168	-3.98994	
4.88391	5.11394	
-6.51768	-5.63902	
7.35387	-5.03898	
5.67144	-3.54881	
-6.36908	-4.04921	
7.43319	4.81006	
5.52137	3.96905	
-6.27834	4.06226	
5.14742	-4.95495	
7.04858	-4.95816	
5.45788	-4.16469	
8.2104	-4.48908	
6.90008	-3.91387	
7.33059	3.73204	
-3.83726	-5.73355	
4.71096	4.64362	
5.30911	-5.41685	
-5.995	-3.62214	
4.4349	5.47974	
-4.84638	-6.85862	
-4.7992	6.44147	
5.03395	5.25807	
5.26088	-5.08022	
4.81964	-3.87013	
-4.84951	-4.09733	
5.87456	-6.95222	
-2.31608	6.41956	
-4.24725	-5.98366	
-3.66891	6.89566	
3.7388	-5.11473	
3.69458	-6.44062	
-3.16348	-6.31646	
3.52779	-7.31662	
3.03822	-5.14107	
3.34578	5.80312	
-1.42369	-5.6321	
-1.45298	7.08787	
0.463267	-6.7247	
-2.27769	7.29146	
1.60166	-6.8275	
1.91006	-7.31721	
2.34116	-5.56404	
0.789251	7.28104	
1.46197	5.82286	
-2.02533	6.26295	
1.65024	4.88575	
2.97104	-6.3489	
0.59666	5.00346	
1.04579	5.7154	
-0.877961	6.09745	
1.74361	-6.30293	
-3.62089	-6.13608	
1.29364	-5.91647	
-0.147379	4.80496	
-3.0473	-5.82268	
-0.233586	6.28143	
-2.69909	7.19093	
-1.47667	6.95667	
1.07668	6.10216	
-1.47254	-6.36083	
1.37311	-6.83116	
-1.42416	-6.72312	
-1.29493	6.58169	
1.30279	6.56166	
1.64457	-5.2095	
2.12209	-6.72244	
3.70604	7.25884	
3.28775	-5.53739	
2.09941	-8.3502	
-2.18678	-7.36581	
2.90616	-5.4899	
-3.4849	-5.24945	
-1.16039	-6.05942	
2.80668	-6.03647	
3.28423	5.37093	
3.04864	-5.69503	
3.61766	-6.43742	
2.61741	6.11707	
2.60959	-6.08817	
4.56049	6.14752	
-6.01803	6.27026	
-6.03166	-6.42783	
-5.1801	5.86874	
6.55042	-7.02868	
-3.17698	-5.22643	
3.30232	4.2507	
-3.40466	6.4382	
2.74705	5.26819	
3.30151	-4.10974	
-0.604983	6.60722	
-1.40631	6.92972	
0.766535	6.58089	
1.93446	-3.95665	
2.40879	-6.41127	
2.89217	-6.76779	
3.57422	-5.65366	
3.25099	-5.83409	
-3.70916	-5.7816	
1.19167	6.7597	
2.05952	-5.49953	
2.06054	6.49968	
-2.40261	-6.1777	
-3.20654	-5.41634	
1.8974	5.36986	
-4.63377	7.04037	
-2.91303	5.20978	
-2.92825	-5.6448	
-1.93152	-7.02053	
2.26689	-6.55422	
-4.2796	5.68767	
-1.93195	4.71729	
3.33594	-7.42643	
-4.07157	-7.21728	
2.43401	-7.07693	
2.51351	5.15136	
3.49246	-5.7391	
-3.03497	6.02367	
1.50069	6.35744	
-2.62534	6.66486	
-3.20243	-6.94013	
-2.56523	-5.95265	
2.29071	5.87357	
-1.62227	6.14692	
2.67426	6.89963	
4.43593	5.71264	
0.637203	6.66363	
-2.1132	-6.84315	
-2.39308	-6.52909	
3.53941	-6.99084	
3.69503	-8.47177	
3.41196	6.97514	
-4.49524	-6.82545	
2.41941	7.36303	
0.63515	-7.86864	
1.97727	8.2601	
0.794385	5.79143	
1.89153	-5.64371	
-3.3082	6.29805	
0.94497	-7.54366	
5.05964	6.95173	
-2.2408	7.02515	
-5.31524	6.10462	
3.12313	6.40665	
3.52958	-5.62881	
3.86639	6.73666	
3.91683	-6.43823	
3.84668	6.27485	
3.67849	-6.9019	
4.40414	7.58969	
-4.23308	-6.69552	
4.97291	7.35727	
-3.38914	-6.7574	
2.80015	6.6324	
5.17016	6.14394	
0.794963	7.66437	
3.20925	-6.51043	
2.77186	-6.28196	
-2.80981	7.58184	
-1.96219	-6.90546	
-2.31475	-6.9501	
-5.28	8.39113	
-5.01488	5.96057	
-3.06248	6.80936	
2.6633	6.97827	
-2.99618	-7.08344	
-3.94231	4.86876	
-4.43579	7.38549	
4.07566	6.72131	
0.600892	6.74502	
-2.03242	-6.49642	
3.08217	6.68887	
-0.214923	-5.68762	
-3.15465	5.78298	
-3.27763	7.08084	
3.57847	-4.68981	
3.42537	-4.78199	
-0.246293	6.9892	
2.07918	6.41504	
3.55772	2.00144	
4.06899	7.73018	
-5.31179	-7.48048	
5.09718	6.33851	
2.52644	-7.87903	
-1.52009	7.37848	
1.42446	-6.18322	
7.45141	6.63525	
-3.08687	8.28286	
0.548172	8.04685	
1.66519	6.91042	
2.16402	-7.4588	
-2.92672	-7.27183	
-2.81456	-7.64376	
-1.23279	6.97525	
2.97374	7.56208	
-3.65699	-7.4081	
3.40344	8.51897	
-6.54672	-7.0605	
3.97858	7.63914	
2.75292	7.78301	
-0.0693433	-7.08713	
-0.0809945	-7.2133	
1.77716	-6.82188	
-1.49554	-7.32747	
-1.03506	-8.43352	
1.13141	8.05409	
-1.80461	-7.01332	
-1.06765	7.1537	
2.09266	-7.44701	
-1.52818	7.21104	
-2.21674	-7.62483	
2.81417	-7.506	
-2.34852	-7.87511	
2.41039	-7.63567	
2.91851	-8.29831	
2.37631	-8.22824	
2.52844	-7.64799	
-1.28344	-7.68547	
-0.856169	7.99523	
-2.51236	-8.12317	
-4.58872	7.97053	
-0.967071	-8.24119	
-2.29537	8.1826	
-1.89549	8.50743	
-2.42252	8.44897	
4.04368	7.87834	
-4.50097	-7.82919	
-0.089704	-7.91326	
0.00627305	7.90622	
-2.96181	-8.06558	
-3.47943	8.22242	
2.83573	-8.07328	
-2.82815	7.79691	
2.28772	8.16237	
-1.67496	-7.55312	
-1.82652	-7.94215	
0.469861	-7.85198	
4.57379	-7.68276	
-1.30739	-7.51947	
-1.16968	7.59765	
-0.853909	7.48017	
-1.67895	7.31726	
1.7474	7.58234	
-0.909248	7.45387	
0.145979	7.6357	
0.25455	-7.8582	
-2.33562	7.89665	
1.90044	7.24336	
-3.13395	-7.47228	
-3.60105	-7.36547	
4.30392	-7.54582	
1.36858	-7.30105	
-2.29882	7.60948	
2.52239	-7.69981	
-3.47843	-7.63171	
2.77837	-7.47747	
-2.2317	6.25084	
-1.84065	5.89206	
3.09171	7.82226	
-2.28622	7.11928	
-1.80831	-6.43427	
2.80547	-6.83552	
-2.12208	-5.96537	
3.23845	6.22396	
-1.72399	-6.55741	
-1.98288	-7.43199	
-2.46792	-8.537	
-2.27832	8.21241	
1.0188	-6.90743	
1.81438	6.80019	
-1.53321	-6.92102	
5.4263	-7.19958	
-4.65465	-7.06609	
-1.46744	6.55379	
1.2279	6.73697	
1.22712	6.67394	
2.49036	-6.48393	
2.53287	-7.19995	
-1.15008	7.29623	
-1.66326	-7.43456	
3.16207	-7.27316	
3.00702	-7.37694	
-2.32627	7.84279	
2.11838	-7.25081	
-2.72495	-7.05121	
3.69985	-7.79074	
-3.61766	7.7828	
-3.52508	8.00546	
4.56185	6.00849	
1.90462	-6.0616	
2.46599	5.71651	
-1.78415	-7.18234	
-1.48893	6.63519	
-2.96293	-5.70618	
-3.82525	5.99836	
-6.15553	6.2513	
-4.79377	6.39918	
5.26981	-6.33413	
6.38165	7.28899	
3.80679	-5.67567	
-2.62939	-7.18309	
-4.16005	6.751	
2.97416	-7.44484	
1.99944	-6.65882	
2.98374	-2.17215	
-2.49596	6.57945	
-3.15579	6.40493	
-3.20833	-4.70749	
-3.16338	-6.12137	
3.31259	6.02582	
-3.65809	-5.87768	
-5.09788	-6.03143	
-4.29411	-6.36659	
3.07124	-5.66751	
4.06235	-6.88821	
-5.41955	-6.92454	
2.94342	-6.51982	
2.43108	-7.09696	
-1.78484	-6.88622	
3.57642	-7.33879	
3.1964	-4.86638	
3.74324	-6.81427	
-4.01819	7.3053	
-3.78737	7.91389	
-4.51842	6.38283	
-3.59535	-6.64635	
-4.02481	-5.54095	
3.86098	-3.56625	
-4.20148	-4.8945	
4.20792	6.45451	
7.02133	-5.19666	
-4.3316	-7.89646	
6.17222	-6.69566	
-5.97562	7.0717	
7.52169	-7.08184	
-6.17627	7.78466	
-7.96883	7.03044	
-8.08571	-7.07485	
5.87983	-7.07951	
-4.03318	6.51383	
-4.54979	6.89316	
-3.7766	-6.95801	
-6.54668	6.29219	
-1.75501	-7.31094	
5.27635	-6.17565	
4.61031	-6.16432	
4.97509	-6.24958	
-2.88912	6.41287	
6.47389	6.1933	
6.35975	-6.66274	
-4.80137	-6.06808	
-5.56362	5.99623	
4.9409	5.88447	
4.98679	6.59905	
-5.32773	-4.58182	
-4.81316	-5.30369	
-4.73621	5.50546	
4.73812	-6.6862	
4.75689	7.01444	
-5.85256	-5.81551	
4.6661	-6.67038	
5.16361	-5.56601	
-4.35624	-6.50654	
-5.3721	-6.04629	
-5.99973	6.45029	
3.91837	6.5963	
4.37802	-5.9958	
5.01374	-6.59861	
-4.08986	-5.73415	
-6.51815	5.19211	
-6.05788	-6.36513	
5.00242	-6.96195	
-6.34468	6.9266	
5.04022	5.03703	
-3.70289	4.37954	
-5.58937	4.0503	
6.01463	5.54155	
3.9267	-4.38126	
-6.94173	-6.82095	
-4.59662	6.21967	
6.14686	-7.00556	
-4.37871	-8.14151	
4.25353	-5.86527	
-5.35341	-5.73199	
6.1378	6.37596	
-6.41242	-6.07727	
-5.86312	5.77349	
5.6756	6.32524	
-5.45201	-5.62283	
6.23426	4.71933	
-4.87864	6.0204	
6.93411	7.32402	
4.90874	6.50371	
-4.22661	-7.45797	
4.0788	-8.29722	
-7.12849	3.9843	
-6.33268	-5.12935	
7.06876	5.35928	
-6.18823	-6.06628	
4.45026	4.57647	
4.81328	-5.23375	
-5.59261	5.76585	
-5.66758	5.1576	
3.99802	-7.28727	
-5.38316	-6.72325	
-7.14148	6.6147	
-6.60966	5.23185	
6.77112	-7.00663	
-5.34531	6.96369	
-4.52807	-6.65957	
-4.96877	-6.86166	
-5.62565	-7.59712	
-6.80086	-6.46074	
7.09887	-6.56872	
-7.22954	6.68826	
5.69914	6.12555	
6.53536	5.23791	
6.88892	-4.14593	
-2.89052	-6.83327	
-5.14742	6.89124	
-4.7841	-6.7034	
-5.85212	-6.92789	
5.08502	-4.95946	
5.5437	5.6965	
-7.59119	-5.45418	
-6.48565	-6.78685	
6.25871	-6.71174	
-6.20035	-6.24559	
7.22225	-5.99812	
-6.44955	-6.03647	
-7.265	5.97301	
-6.80499	-3.94702	
7.52419	4.19385	
7.16201	-4.25224	
-7.2758	-4.18565	
-7.7138	6.73015	
-7.75846	3.16894	
7.87309	-4.74446	
7.96809	-5.93999	
-7.79389	-5.41794	
7.26352	-6.5541	
-7.51977	6.54772	
-7.52808	-5.751	
7.20299	-4.75129	
7.47296	6.30167	
-7.42587	-6.11675	
-7.00466	-6.12851	
-7.08351	4.72372	
-8.35803	-4.00524	
-6.50838	7.0207	
8.11415	6.63531	
8.45197	6.69824	
7.46042	-6.19416	
6.91122	-6.63446	
8.20167	-6.6491	
-7.71891	-6.27681	
7.48764	4.90183	
-7.15094	-4.86664	
-7.705	-3.5697	
6.82947	-4.26126	
-7.18713	4.53522	
-7.41258	5.97754	
-7.37589	5.61306	
6.71696	-4.18291	
-6.92445	-5.84632	
6.84734	5.97444	
-7.10976	6.37986	
-7.63914	2.71308	
6.41973	-6.26539	
-6.4167	-6.62852	
7.99948	7.35116	
6.79509	-6.06562	
-6.04112	8.07253	
6.48005	-6.1639	
6.72095	6.24826	
7.21496	7.91019	
6.84914	6.51758	
-7.12776	8.01885	
7.24549	6.91633	
6.71668	7.40555	
-7.29268	7.64567	
-8.40265	7.80261	
-8.36441	7.0066	
8.0576	6.66327	
-7.19107	6.58435	
-7.81485	-7.46643	
8.03498	8.28533	
-8.3308	6.87734	
7.97944	-7.59524	
-7.61253	-7.01527	
-7.47518	7.05413	
-7.79489	7.51225	
8.18001	6.98203	
7.68425	7.42597	
-8.01791	8.54018	
-7.74474	7.66967	
7.62218	-7.44364	
-7.66562	-8.06289	
-7.72193	-7.82425	
-7.68436	8.2405	
7.09703	-8.33751	
-7.33008	8.08504	
-7.20509	-8.28599	
7.36437	8.53646	
-7.62531	8.313	
-6.6451	-8.37988	
-7.47013	-8.55228	
-6.75198	8.00452	
7.26921	-7.80764	
6.70039	7.93171	
7.37211	-8.01472	
-7.07832	-7.70243	
-7.51252	-7.61702	
-6.73061	-7.63724	
-7.31894	8.02193	
-7.20669	-7.90092	
-6.77577	7.55963	
6.85577	-8.0781	
6.95943	-7.56935	
7.72212	-7.61578	
7.64462	-7.94342	
-8.05384	-7.51964	
-8.03464	-6.93475	
8.00561	-7.19204	
-7.42969	6.90656	
-7.27033	7.07131	
-7.87504	-8.43749	
-6.95778	7.33551	
7.59744	-7.76945	
-7.1211	-7.53747	
6.94693	-8.41366	
7.12745	8.10865	
7.92194	-7.3792	
-7.41669	-7.42526	
8.44653	-7.40037	
8.49613	7.57139	
7.20743	7.80942	
7.2442	-8.10411	
-7.202	-8.23531	
6.78096	-7.4659	
-6.25112	-7.68493	
6.85869	-7.65866	
-6.5441	7.31913	
-6.61519	6.88173	
-7.57956	7.24098	
7.46394	8.07937	
6.82937	6.45755	
6.54923	-7.95571	
6.58316	-8.28417	
-6.68607	-7.15365	
-6.76351	-8.318	
7.15074	-7.80736	
6.94015	8.11471	
7.76145	-7.74685	
-7.32846	7.64516	
6.62236	-7.80934	
-6.82615	-7.97704	
6.78988	8.15688	
-7.67503	-8.2342	
-5.9238	7.98484	
4.98673	-8.04442	
7.34075	7.54709	
-4.38315	-8.05979	
5.19982	8.32069	
-5.34006	8.19288	
-6.14924	-8.45074	
-3.35269	8.07927	
-3.72949	-8.09157	
4.85212	7.8491	
3.8216	-8.04199	
4.38108	8.01614	
5.0722	-8.29843	
-7.08223	8.40014	
-6.81195	8.31386	
6.76265	8.04352	
-6.6906	-8.21965	
6.30637	-8.03983	
6.97734	-8.47894	
-6.90144	-8.42855	
6.19357	8.37357	
6.72315	-8.27151	
-6.03327	8.12309	
4.99767	7.97204	
5.08345	-8.32783	
-6.26663	8.36012	
-5.56988	8.3229	
-7.63364	-7.75506	
7.82143	7.71478	
5.69775	8.00801	
-6.38908	-7.96849	
4.05365	7.6101	
-4.4187	8.57384	
3.91311	7.60248	
-5.70146	-7.96224	
7.16239	-7.67679	
6.66876	7.65887	
6.20911	-7.52325	
4.95655	7.63898	
-4.93659	-7.43558	
-5.54765	-7.59548	
-4.49433	-8.00105	
4.81891	-8.39909	
-5.59232	8.35421	
-7.50979	7.11802	
-5.53299	7.24022	
5.71023	-7.44398	
7.29614	-7.24508	
5.97016	-6.77912	
-6.30926	-7.48851	
-5.74407	-7.16964	
-7.60012	-7.22839	
-6.30197	-7.21852	
8.08954	-7.59687	
7.18068	-7.08232	
6.86247	-7.12331	
7.57963	-7.13947	
-7.00217	-6.86459	
7.07551	8.15234	
6.57489	6.737	
-7.84028	-6.60388	
-5.15387	-7.37249	
5.5162	6.47466	
6.34175	6.08567	
-4.89638	6.5351	
5.42905	-7.15218	
-3.55921	7.26755	
-5.14444	-6.63124	
-4.45894	-6.15174	
-5.45407	6.13545	
-5.75849	-5.9405	
-7.1698	6.48098	
4.93242	6.54405	
5.12837	-6.28197	
5.60114	-6.34918	
-5.21622	5.95854	
-5.82955	6.73085	
